class	type/scale	name	relevance	text	help	language	validation	mandatory	other	default	same_default	allowed_filetypes	alphasort	answer_width	array_filter	array_filter_exclude	array_filter_style	assessment_value	category_separator	choice_title	code_filter	commented_checkbox	commented_checkbox_auto	date_format	date_max	date_min	display_columns	display_rows	dropdown_dates	dropdown_dates_minute_step	dropdown_dates_month_style	dropdown_prefix	dropdown_prepostfix	dropdown_separators	dropdown_size	dualscale_headerA	dualscale_headerB	em_validation_q	em_validation_q_tip	em_validation_sq	em_validation_sq_tip	equals_num_value	exclude_all_others	exclude_all_others_auto	hidden	hide_tip	input_boxes	location_city	location_country	location_defaultcoordinates	location_mapheight	location_mapservice	location_mapwidth	location_mapzoom	location_nodefaultfromip	location_postal	location_state	max_answers	max_filesize	max_num_of_files	max_num_value	max_num_value_n	maximum_chars	min_answers	min_num_of_files	min_num_value	min_num_value_n	multiflexible_checkbox	multiflexible_max	multiflexible_min	multiflexible_step	num_value_int_only	numbers_only	other_comment_mandatory	other_numbers_only	other_replace_text	page_break	parent_order	prefix	printable_help	public_statistics	random_group	random_order	rank_title	repeat_headings	reverse	samechoiceheight	samelistheight	scale_export	show_comment	show_grand_total	show_title	show_totals	showpopups	slider_accuracy	slider_default	slider_layout	slider_max	slider_middlestart	slider_min	slider_rating	slider_reset	slider_separator	slider_showminmax	statistics_graphtype	statistics_showgraph	statistics_showmap	suffix	text_input_width	time_limit	time_limit_action	time_limit_countdown_message	time_limit_disable_next	time_limit_disable_prev	time_limit_message	time_limit_message_delay	time_limit_message_style	time_limit_timer_style	time_limit_warning	time_limit_warning_2	time_limit_warning_2_display_time	time_limit_warning_2_message	time_limit_warning_2_style	time_limit_warning_display_time	time_limit_warning_message	time_limit_warning_style	use_dropdown
SQ	0	takenSeriously		<div class="scaletext">... dan neemt diegene mij ...</div><div class="scaleleft width90">Helemaal niet serieus</div> | <div class="scaleright width90">Heel serieus</div>		nl-informal																																																																																																																									
SQ	0	rattlesPerson		<div class="scaletext">... dan is de kans dat diegene daarvan schrikt ...</div><div class="scaleleft width90">Heel klein</div> | <div class="scaleright width90">Heel groot</div>		nl-informal																																																																																																																									
SQ	0	angryReaction		<div class="scaletext">... dan is de kans dat diegene daar boos van wordt ...</div><div class="scaleleft width90">Heel klein</div> | <div class="scaleright width90">Heel groot</div>		nl-informal																																																																																																																									
SQ	0	nosy		<div class="scaletext">... dan bemoei ik me met andermans zaken.</div><div class="scaleleft width90">Absoluut niet</div> | <div class="scaleright width90">Absoluut wel</div>		nl-informal																																																																																																																									
SQ	0	atmosphere		<div class="scaletext">... dan maak ik de sfeer daarmee ...</div><div class="scaleleft width90">Veel slechter</div> | <div class="scaleright width90">Veel beter</div>		nl-informal																																																																																																																									
SQ	0	ruinFunnySituation		<div class="scaletext">... dan verpest ik daarmee een grappige situatie.</div><div class="scaleleft width90">Absoluut niet</div> | <div class="scaleright width90">Absoluut wel</div>		nl-informal																																																																																																																									
SQ	0	prude		<div class="scaletext">... dan denken anderen dat ik preuts ben.</div><div class="scaleleft width90">Absoluut niet</div> | <div class="scaleright width90">Absoluut wel</div>		nl-informal																																																																																																																									
SQ	0	respectFriend		<div class="scaletext">... dan laat ik mijn vriend/vriendin ... </div><div class="scaleleft width90">Niet in hun waarde</div> | <div class="scaleright width90">Wel in hun waarde</div>		nl-informal																																																																																																																									
SQ	0	respectOther		<div class="scaletext">... dan laat ik degene met wie mijn vriend/vriendin flirt ... </div><div class="scaleleft width90">Niet in hun waarde</div> | <div class="scaleright width90">Wel in hun waarde</div>		nl-informal																																																																																																																									
SQ	0	responseEfficacy		<div class="scaletext">... dan is de kans dat hij/zij er mee ophoudt ...</div><div class="scaleleft width90">Heel klein</div> | <div class="scaleright width90">Heel groot</div>		nl-informal																																																																																																																									
SQ	0	positiveReaction		<div class="scaletext">... dan is de kans hij/zij positief reageert...</div><div class="scaleleft width90">Heel klein</div> | <div class="scaleright width90">Heel groot</div>		nl-informal																																																																																																																									
SQ	0	lastingChange		<div class="scaletext">... dan is de kans dat hij/zij zich voortaan anders zal gedragen ...</div><div class="scaleleft width90">Heel klein</div> | <div class="scaleright width90">Heel groot</div>		nl-informal																																																																																																																									
A	0	1				nl-informal																																																																																																																									
A	0	2				nl-informal																																																																																																																									
A	0	3				nl-informal																																																																																																																									
A	0	4				nl-informal																																																																																																																									
A	0	5				nl-informal																																																																																																																									
A	0	6				nl-informal																																																																																																																									
A	0	7				nl-informal																																																																																																																									
G	G12	attValue	accessToSurvey == 1	<br /> <script>   $(function(){     $('thead').css('display', 'none');   }); </script>		nl-informal																																																																																																																									
Q	F	attValue	1 || preQuestions == 1	<p>  Hoe erg of juist prettig vind jij deze dingen?</p> 	(Van sommige dingen denk je misschien dat iedereen er hetzelfde over denkt - of dat sommige antwoorden onzin zijn. Wij willen graag checken of dat zo is.)	nl-informal		Y	N		1			80																																																																																												1																					
SQ	0	conc		<div class="scaletext">Als ik mij slechter kan concentreren, dan vind ik dat ...</div><div class="scaleleft width75">Heel erg onprettig</div> | <div class="scaleright width75">Heel erg prettig</div>		nl-informal																																																																																																																									
SQ	0	mem		<div class="scaletext">Als ik dingen minder goed onthoud, dan vind ik dat ...</div><div class="scaleleft width75">Heel erg onprettig</div> | <div class="scaleright width75">Heel erg prettig</div>		nl-informal																																																																																																																									
SQ	0	feel		<div class="scaletext">Als ik me slechter voel door slaapgebrek, dan vind ik dat ...</div><div class="scaleleft width75">Heel erg onprettig</div> | <div class="scaleright width75">Heel erg prettig</div>		nl-informal																																																																																																																									
SQ	0	miss		<div class="scaletext">Als ik dingen mis doordat ik op tijd ga slapen, dan vind ik dat ...</div><div class="scaleleft width75">Heel erg onprettig</div> | <div class="scaleright width75">Heel erg prettig</div>		nl-informal																																																																																																																									
A	0	1				nl-informal																																																																																																																									
A	0	2				nl-informal																																																																																																																									
A	0	3				nl-informal																																																																																																																									
A	0	4				nl-informal																																																																																																																									
A	0	5				nl-informal																																																																																																																									
A	0	6				nl-informal																																																																																																																									
A	0	7				nl-informal																																																																																																																									
Q	F	postAttValue	0 && postQuestions == 1	<p>  Hoe erg of juist prettig vind jij deze dingen?</p> <p>  Stel je voor: in het komende halfjaar is een vriend of vriendin van jou tijdens het uitgaan met iemand aan het flirten. Je hebt de indruk dat hij/zij hierbij over de grenzen van de ander gaat.</p> <strong>Als ik mijn vriend(in) daar dan op aanspreek, en ...</strong>	(Van sommige dingen denk je misschien dat iedereen er hetzelfde over denkt - of dat sommige antwoorden onzin zijn. Wij willen graag checken of dat zo is.)	nl-informal		Y	N		1			80																																																																																												1																					
SQ	0	takenSeriously		<div class="scaletext">... hij/zij neemt mij niet serieus, dan vind ik dat ...</div><div class="scaleleft width75">Heel erg</div> | <div class="scaleright width75">Heel fijn</div>		nl-informal																																																																																																																									
SQ	0	rattlesPerson		<div class="scaletext">... hij/zij schrikt daarvan, dan vind ik dat ...</div><div class="scaleleft width75">Heel erg</div> | <div class="scaleright width75">Heel fijn</div>		nl-informal																																																																																																																									
SQ	0	angryReaction		<div class="scaletext">... hij/zij wordt boos, dan vind ik dat ...</div><div class="scaleleft width75">Heel erg</div> | <div class="scaleright width75">Heel fijn</div>		nl-informal																																																																																																																									
SQ	0	nosy		<div class="scaletext">... ik me daardoor met andermans zaken bemoei, dan vind ik dat ...</div><div class="scaleleft width75">Heel erg</div> | <div class="scaleright width75">Heel fijn</div>		nl-informal																																																																																																																									
SQ	0	atmosphere		<div class="scaletext">... ik daarmee de sfeer verpest, dan vind ik dat ...</div><div class="scaleleft width75">Heel erg</div> | <div class="scaleright width75">Heel fijn</div>		nl-informal																																																																																																																									
SQ	0	ruinFunnySituation		<div class="scaletext">... ik daarmee een grappige situatie verpest, dan vind ik dat ...</div><div class="scaleleft width75">Heel erg</div> | <div class="scaleright width75">Heel fijn</div>		nl-informal																																																																																																																									
SQ	0	prude		<div class="scaletext">... anderen daardoor denken dat ik preuts ben, dan vind ik dat ...</div><div class="scaleleft width75">Heel erg</div> | <div class="scaleright width75">Heel fijn</div>		nl-informal																																																																																																																									
SQ	0	respectFriend		<div class="scaletext">... ik daardoor mijn vriend(in) niet in zijn/haar waarde laat, dan vind ik dat ...</div><div class="scaleleft width75">Heel erg</div> | <div class="scaleright width75">Heel fijn</div>		nl-informal																																																																																																																									
SQ	0	respectOther		<div class="scaletext">... ik daardoor die ander niet in zijn/haar waarde laat, dan vind ik dat ...</div><div class="scaleleft width75">Heel erg</div> | <div class="scaleright width75">Heel fijn</div>		nl-informal																																																																																																																									
SQ	0	responseEfficacy		<div class="scaletext">... hij/zij houdt er daardoor mee op, dan vind ik dat ...</div><div class="scaleleft width75">Heel erg</div> | <div class="scaleright width75">Heel fijn</div>		nl-informal																																																																																																																									
SQ	0	positiveReaction		<div class="scaletext">... hij/zij reageert positief, dan vind ik dat ...</div><div class="scaleleft width75">Heel erg</div> | <div class="scaleright width75">Heel fijn</div>		nl-informal																																																																																																																									
SQ	0	lastingChange		<div class="scaletext">... hij/zij gedraagt zich dan voortaan anders, dan vind ik dat ...</div><div class="scaleleft width75">Heel erg</div> | <div class="scaleright width75">Heel fijn</div>		nl-informal																																																																																																																									
A	0	1				nl-informal																																																																																																																									
A	0	2				nl-informal																																																																																																																									
A	0	3				nl-informal																																																																																																																									
A	0	4				nl-informal																																																																																																																									
A	0	5				nl-informal																																																																																																																									
A	0	6				nl-informal																																																																																																																									
A	0	7				nl-informal																																																																																																																									
G	G13	nrmInjunct	accessToSurvey == 1	<br /> <script>   $(function(){     $('thead').css('display', 'none');   }); </script>		nl-informal																																																																																																																									
Q	F	preNrmInjunct	preQuestions == 1	<p>  Dit gaat weer over een situatie (in de komende zes maanden) waarin je uitgaat en daardoor een korte nacht maakt.</p> <p>  Wat denk je dat deze mensen er van vinden als jij dan zorgt dat je de drie nachten <em>ervoor</em> steeds ongeveer acht uur slaapt?</p> 	Als je dit nooit hebt besproken, bedenk dan wat je denkt dat ze zouden vinden. Geen idee? Vul dan de middelste optie in.	nl-informal		Y	N		1			80	socialReferents																																																																																											1																					
SQ	0	partner		<div class="scaletext">Mijn partner (vriend of vriendin)</div><div class="scaleleft">Heel afkeurend</div>|<div class="scaleright">Heel goedkeurend</div>		nl-informal																																																																																																																									
SQ	0	bestFriends		<div class="scaletext">Mijn beste vrienden/vriendinnen</div><div class="scaleleft">Heel afkeurend</div>|<div class="scaleright">Heel goedkeurend</div>		nl-informal																																																																																																																									
SQ	0	otherFriends		<div class="scaletext">Mijn andere vrienden</div><div class="scaleleft">Heel afkeurend</div>|<div class="scaleright">Heel goedkeurend</div>		nl-informal																																																																																																																									
SQ	0	partyPeople		<div class="scaletext">De meeste mensen op een feest</div><div class="scaleleft">Heel afkeurend</div>|<div class="scaleright">Heel goedkeurend</div>		nl-informal																																																																																																																									
SQ	0	parents		<div class="scaletext">Mijn ouders/verzorgers</div><div class="scaleleft">Heel afkeurend</div>|<div class="scaleright">Heel goedkeurend</div>		nl-informal																																																																																																																									
SQ	0	siblings		<div class="scaletext">Mijn broers/zussen</div><div class="scaleleft">Heel afkeurend</div>|<div class="scaleright">Heel goedkeurend</div>		nl-informal																																																																																																																									
A	0	1				nl-informal																																																																																																																									
A	0	2				nl-informal																																																																																																																									
A	0	3				nl-informal																																																																																																																									
A	0	4				nl-informal																																																																																																																									
A	0	5				nl-informal																																																																																																																									
A	0	6				nl-informal																																																																																																																									
A	0	7				nl-informal																																																																																																																									
Q	F	postNrmInjunct	postQuestions == 1	<p>  Dit gaat weer over een situatie (in de komende zes maanden) waarin je uitgaat en daardoor een korte nacht maakt.</p> <p>  Wat denk je dat deze mensen er van vinden als jij dan zorgt dat je de drie nachten <em>erna</em> steeds ongeveer acht uur slaapt?</p> 	Als je dit nooit hebt besproken, bedenk dan wat je denkt dat ze zouden vinden. Geen idee? Vul dan de middelste optie in.	nl-informal		Y	N		1			80	socialReferents																																																																																											1																					
SQ	0	partner		<div class="scaletext">Mijn partner (vriend of vriendin)</div><div class="scaleleft">Heel afkeurend</div>|<div class="scaleright">Heel goedkeurend</div>		nl-informal																																																																																																																									
SQ	0	bestFriends		<div class="scaletext">Mijn beste vrienden/vriendinnen</div><div class="scaleleft">Heel afkeurend</div>|<div class="scaleright">Heel goedkeurend</div>		nl-informal																																																																																																																									
SQ	0	otherFriends		<div class="scaletext">Mijn andere vrienden</div><div class="scaleleft">Heel afkeurend</div>|<div class="scaleright">Heel goedkeurend</div>		nl-informal																																																																																																																									
SQ	0	partyPeople		<div class="scaletext">De meeste mensen op een feest</div><div class="scaleleft">Heel afkeurend</div>|<div class="scaleright">Heel goedkeurend</div>		nl-informal																																																																																																																									
SQ	0	parents		<div class="scaletext">Mijn ouders/verzorgers</div><div class="scaleleft">Heel afkeurend</div>|<div class="scaleright">Heel goedkeurend</div>		nl-informal																																																																																																																									
SQ	0	siblings		<div class="scaletext">Mijn broers/zussen</div><div class="scaleleft">Heel afkeurend</div>|<div class="scaleright">Heel goedkeurend</div>		nl-informal																																																																																																																									
A	0	1				nl-informal																																																																																																																									
A	0	2				nl-informal																																																																																																																									
A	0	3				nl-informal																																																																																																																									
A	0	4				nl-informal																																																																																																																									
A	0	5				nl-informal																																																																																																																									
A	0	6				nl-informal																																																																																																																									
A	0	7				nl-informal																																																																																																																									
G	G14	nrmMTC	accessToSurvey == 1	<br /> <script>   $(function(){     $('thead').css('display', 'none');   }); </script>		nl-informal																																																																																																																									
Q	F	preNrmMTC	1	En hoe belangrijk is hun mening voor jou, met betrekking tot hoe laat je gaat slapen en hoe laat je opstaat?		nl-informal		Y	N		1			80	socialReferents																																																																																											1																					
SQ	0	partner		<div class="scaletext">Mijn partner (vriendin of vriendin)</div><div class="scaleleft">Heel onbelangrijk</div>|<div class="scaleright">Heel belangrijk</div>		nl-informal																																																																																																																									
SQ	0	bestFriends		<div class="scaletext">Mijn beste vrienden/vriendinnen</div><div class="scaleleft">Heel onbelangrijk</div>|<div class="scaleright">Heel belangrijk</div>		nl-informal																																																																																																																									
SQ	0	otherFriends		<div class="scaletext">Mijn andere vrienden</div><div class="scaleleft">Heel onbelangrijk</div>|<div class="scaleright">Heel belangrijk</div>		nl-informal																																																																																																																									
SQ	0	partyPeople		<div class="scaletext">De meeste mensen op een feest</div><div class="scaleleft">Heel onbelangrijk</div>|<div class="scaleright">Heel belangrijk</div>		nl-informal																																																																																																																									
SQ	0	parents		<div class="scaletext">Mijn ouders/verzorgers</div><div class="scaleleft">Heel onbelangrijk</div>|<div class="scaleright">Heel belangrijk</div>		nl-informal																																																																																																																									
SQ	0	siblings		<div class="scaletext">Mijn broertjes/zusjes</div><div class="scaleleft">Heel onbelangrijk</div>|<div class="scaleright">Heel belangrijk</div>		nl-informal																																																																																																																									
A	0	1				nl-informal																																																																																																																									
A	0	2				nl-informal																																																																																																																									
A	0	3				nl-informal																																																																																																																									
A	0	4				nl-informal																																																																																																																									
A	0	5				nl-informal																																																																																																																									
A	0	6				nl-informal																																																																																																																									
A	0	7				nl-informal																																																																																																																									
G	G15	nrmDescr	accessToSurvey == 1	<br /> <script>   $(function(){     $('thead').css('display', 'none');   }); </script>		nl-informal																																																																																																																									
Q	F	preNrmDescr	1 || preQuestions == 1	<p>  Wat doen deze mensen zelf als voorbereiding op uitgaan, denk je?</p> 	Als je geen idee hebt, probeer dan een inschatting te maken. Als ze nooit uitgaan, kies dan de eerste optie.	nl-informal		Y	N		1			80	socialReferents																																																																																											1																					
SQ	0	partner		<div class="scaletext">In de drie nachten <i>voor</i> het uitgaan zorgt mijn partner (vriendin of vriendin) ...</div><div class="scaleleft width100">Nooit voor voldoende slaap</div>|<div class="scaleright width100">Altijd voor voldoende slaap</div>		nl-informal																																																																																																																									
SQ	0	bestFriends		<div class="scaletext">In de drie nachten <i>voor</i> het uitgaan zorgen mijn beste vrienden/vriendinnen ...</div><div class="scaleleft width100">Nooit voor voldoende slaap</div>|<div class="scaleright width100">Altijd voor voldoende slaap</div>		nl-informal																																																																																																																									
SQ	0	otherFriends		<div class="scaletext">In de drie nachten <i>voor</i> het uitgaan zorgen mijn andere vrienden/vriendinnen ...</div><div class="scaleleft width100">Nooit voor voldoende slaap</div>|<div class="scaleright width100">Altijd voor voldoende slaap</div>		nl-informal																																																																																																																									
SQ	0	partyPeople		<div class="scaletext">In de drie nachten <i>voor</i> het uitgaan zorgen de meeste mensen op een feest ...</div><div class="scaleleft width100">Nooit voor voldoende slaap</div>|<div class="scaleright width100">Altijd voor voldoende slaap</div>		nl-informal																																																																																																																									
SQ	0	parents		<div class="scaletext">In de drie nachten <i>voor</i> het uitgaan zorgen mijn ouders/verzorgers ...</div><div class="scaleleft width100">Nooit voor voldoende slaap</div>|<div class="scaleright width100">Altijd voor voldoende slaap</div>		nl-informal																																																																																																																									
SQ	0	siblings		<div class="scaletext">In de drie nachten <i>voor</i> het uitgaan zorgen mijn broers/zussen ...</div><div class="scaleleft width100">Nooit voor voldoende slaap</div>|<div class="scaleright width100">Altijd voor voldoende slaap</div>		nl-informal																																																																																																																									
A	0	1				nl-informal																																																																																																																									
A	0	2				nl-informal																																																																																																																									
A	0	3				nl-informal																																																																																																																									
A	0	4				nl-informal																																																																																																																									
A	0	5				nl-informal																																																																																																																									
A	0	6				nl-informal																																																																																																																									
A	0	7				nl-informal																																																																																																																									
Q	F	postNrmDescr	1 || postQuestions == 1	<p>  Wat doen deze mensen zelf in de nachten nadat ze uit zijn geweest, denk je?</p> 	Als je geen idee hebt, probeer dan een inschatting te maken. Als ze nooit uitgaan, kies dan de eerste optie.	nl-informal		Y	N		1			80	socialReferents																																																																																											1																					
SQ	0	partner		<div class="scaletext">In de drie nachten <i>na</i> het uitgaan zorgt mijn partner (vriendin of vriendin) ...</div><div class="scaleleft width100">Nooit voor voldoende slaap</div>|<div class="scaleright width100">Altijd voor voldoende slaap</div>		nl-informal																																																																																																																									
SQ	0	bestFriends		<div class="scaletext">In de drie nachten <i>na</i> het uitgaan zorgen mijn beste vrienden/vriendinnen ...</div><div class="scaleleft width100">Nooit voor voldoende slaap</div>|<div class="scaleright width100">Altijd voor voldoende slaap</div>		nl-informal																																																																																																																									
SQ	0	otherFriends		<div class="scaletext">In de drie nachten <i>na</i> het uitgaan zorgen mijn andere vrienden/vriendinnen ...</div><div class="scaleleft width100">Nooit voor voldoende slaap</div>|<div class="scaleright width100">Altijd voor voldoende slaap</div>		nl-informal																																																																																																																									
SQ	0	partyPeople		<div class="scaletext">In de drie nachten <i>na</i> het uitgaan zorgen de meeste mensen op een feest ...</div><div class="scaleleft width100">Nooit voor voldoende slaap</div>|<div class="scaleright width100">Altijd voor voldoende slaap</div>		nl-informal																																																																																																																									
SQ	0	parents		<div class="scaletext">In de drie nachten <i>na</i> het uitgaan zorgen mijn ouders/verzorgers ...</div><div class="scaleleft width100">Nooit voor voldoende slaap</div>|<div class="scaleright width100">Altijd voor voldoende slaap</div>		nl-informal																																																																																																																									
SQ	0	siblings		<div class="scaletext">In de drie nachten <i>na</i> het uitgaan zorgen mijn broers/zussen ...</div><div class="scaleleft width100">Nooit voor voldoende slaap</div>|<div class="scaleright width100">Altijd voor voldoende slaap</div>		nl-informal																																																																																																																									
A	0	1				nl-informal																																																																																																																									
A	0	2				nl-informal																																																																																																																									
A	0	3				nl-informal																																																																																																																									
A	0	4				nl-informal																																																																																																																									
A	0	5				nl-informal																																																																																																																									
A	0	6				nl-informal																																																																																																																									
A	0	7				nl-informal																																																																																																																									
G	G16	PBCbeliefs	accessToSurvey == 1	<br /> <script>   $(function(){     $('thead').css('display', 'none');   }); </script>		nl-informal																																																																																																																									
Q	F	PBCbeliefs	1 || preQuestions == 1	Dit gaat weer over een situatie (in de komende zes maanden) waarin je uitgaat en daardoor een korte nacht maakt.	{nightlifeDefText}	nl-informal		Y	N		1			80	substUseFreqNr																																																																																											1																					
SQ	0	ezSleep		<div class="scaletext">Over het algemeen val ik ...</div><div class="scaleleft width100">heel moeilijk in slaap</div> | <div class="scaleright width100">heel makkelijk in slaap</div>		nl-informal																																																																																																																									
SQ	0	pre		<div class="scaletext">De nachten <i>voordat</i> ik uitga kan ik meestal ...</div><div class="scaleleft width100">moeilijker in slaap vallen</div> | <div class="scaleright width100">makkelijker in slaap vallen</div>		nl-informal																																																																																																																									
SQ	0	post		<div class="scaletext">De nachten <i>nadat</i> ik uit ben geweest kan ik meestal ...</div><div class="scaleleft width100">moeilijker in slaap vallen</div> | <div class="scaleright width100">makkelijker in slaap vallen</div>		nl-informal																																																																																																																									
SQ	0	tired		<div class="scaletext">Als ik moe ben, is zorgen dat ik genoeg slaap krijg ...</div><div class="scaleleft width100">veel moeilijker</div> | <div class="scaleright width100">veel makkelijker</div>		nl-informal																																																																																																																									
A	0	1				nl-informal																																																																																																																									
A	0	2				nl-informal																																																																																																																									
A	0	3				nl-informal																																																																																																																									
A	0	4				nl-informal																																																																																																																									
A	0	5				nl-informal																																																																																																																									
A	0	6				nl-informal																																																																																																																									
A	0	7				nl-informal																																																																																																																									
Q	F	alcSleepBeliefs	(substanceUseWilling == 1) && (substUseFreqNr_alc_nr > 0)			nl-informal		Y	N		1			80	substUseFreqPeriod																																																																																											1																					
SQ	0	pbc		<div class="scaletext">Als ik alcohol drink kom ik daarna ...</div><div class="scaleleft width100">veel moeilijker in slaap</div> | <div class="scaleright width100">veel makkelijker in slaap</div>		nl-informal																																																																																																																									
SQ	0	att		<div class="scaletext">Als ik alcohol drink slaap ik daarna uiteindelijk ...</div><div class="scaleleft width100">veel slechter</div> | <div class="scaleright width100">veel beter</div>		nl-informal																																																																																																																									
A	0	1				nl-informal																																																																																																																									
A	0	2				nl-informal																																																																																																																									
A	0	3				nl-informal																																																																																																																									
A	0	4				nl-informal																																																																																																																									
A	0	5				nl-informal																																																																																																																									
A	0	6				nl-informal																																																																																																																									
A	0	7				nl-informal																																																																																																																									
Q	F	cnbSleepBeliefs	(substanceUseWilling == 1) && (substUseFreqNr_cnb_nr > 0)			nl-informal		Y	N		1			80	substUseFreqPeriod																																																																																											1																					
SQ	0	pbc		<div class="scaletext">Als ik cannabis gebruik kom ik daarna ...</div><div class="scaleleft width100">veel moeilijker in slaap</div> | <div class="scaleright width100">veel makkelijker in slaap</div>		nl-informal																																																																																																																									
SQ	0	att		<div class="scaletext">Als ik cannabis gebruik slaap ik daarna uiteindelijk ...</div><div class="scaleleft width100">veel slechter</div> | <div class="scaleright width100">veel beter</div>		nl-informal																																																																																																																									
A	0	1				nl-informal																																																																																																																									
A	0	2				nl-informal																																																																																																																									
A	0	3				nl-informal																																																																																																																									
A	0	4				nl-informal																																																																																																																									
A	0	5				nl-informal																																																																																																																									
A	0	6				nl-informal																																																																																																																									
A	0	7				nl-informal																																																																																																																									
Q	F	xtcSleepBeliefs	(substanceUseWilling == 1) && (substUseFreqNr_xtc_nr > 0)			nl-informal		Y	N		1			80																																																																																												1																					
SQ	0	pbc		<div class="scaletext">Als ik XTC gebruik kom ik daarna ...</div><div class="scaleleft width100">veel moeilijker in slaap</div> | <div class="scaleright width100">veel makkelijker in slaap</div>		nl-informal																																																																																																																									
SQ	0	att		<div class="scaletext">Als ik XTC gebruik slaap ik daarna uiteindelijk ...</div><div class="scaleleft width100">veel slechter</div> | <div class="scaleright width100">veel beter</div>		nl-informal																																																																																																																									
A	0	1				nl-informal																																																																																																																									
A	0	2				nl-informal																																																																																																																									
A	0	3				nl-informal																																																																																																																									
A	0	4				nl-informal																																																																																																																									
A	0	5				nl-informal																																																																																																																									
A	0	6				nl-informal																																																																																																																									
A	0	7				nl-informal																																																																																																																									
Q	F	mdmaSleepBeliefs	(substanceUseWilling == 1) && (substUseFreqNr_mdma_nr > 0)			nl-informal		Y	N		1			80	substUseFreqPeriod																																																																																											1																					
SQ	0	pbc		<div class="scaletext">Als ik MDMA poeder gebruik kom ik daarna ...</div><div class="scaleleft width100">veel moeilijker in slaap</div> | <div class="scaleright width100">veel makkelijker in slaap</div>		nl-informal																																																																																																																									
SQ	0	att		<div class="scaletext">Als ik MDMA poeder gebruik slaap ik daarna uiteindelijk ...</div><div class="scaleleft width100">veel slechter</div> | <div class="scaleright width100">veel beter</div>		nl-informal																																																																																																																									
A	0	1				nl-informal																																																																																																																									
A	0	2				nl-informal																																																																																																																									
A	0	3				nl-informal																																																																																																																									
A	0	4				nl-informal																																																																																																																									
A	0	5				nl-informal																																																																																																																									
A	0	6				nl-informal																																																																																																																									
A	0	7				nl-informal																																																																																																																									
Q	F	fourfaSleepBeliefs	(substanceUseWilling == 1) && (substUseFreqNr_fourfa_nr > 0)			nl-informal		Y	N		1			80	substUseFreqPeriod																																																																																											1																					
SQ	0	pbc		<div class="scaletext">Als ik 4-FA gebruik kom ik daarna ...</div><div class="scaleleft width100">veel moeilijker in slaap</div> | <div class="scaleright width100">veel makkelijker in slaap</div>		nl-informal																																																																																																																									
SQ	0	att		<div class="scaletext">Als ik 4-FA gebruik slaap ik daarna uiteindelijk ...</div><div class="scaleleft width100">veel slechter</div> | <div class="scaleright width100">veel beter</div>		nl-informal																																																																																																																									
A	0	1				nl-informal																																																																																																																									
A	0	2				nl-informal																																																																																																																									
A	0	3				nl-informal																																																																																																																									
A	0	4				nl-informal																																																																																																																									
A	0	5				nl-informal																																																																																																																									
A	0	6				nl-informal																																																																																																																									
A	0	7				nl-informal																																																																																																																									
Q	F	cokeSleepBeliefs	(substanceUseWilling == 1) && (substUseFreqNr_coke_nr > 0)			nl-informal		Y	N		1			80	substUseFreqPeriod																																																																																											1																					
SQ	0	pbc		<div class="scaletext">Als ik cocaine gebruik kom ik daarna ...</div><div class="scaleleft width100">veel moeilijker in slaap</div> | <div class="scaleright width100">veel makkelijker in slaap</div>		nl-informal																																																																																																																									
SQ	0	att		<div class="scaletext">Als ik cocaine gebruik slaap ik daarna uiteindelijk ...</div><div class="scaleleft width100">veel slechter</div> | <div class="scaleright width100">veel beter</div>		nl-informal																																																																																																																									
A	0	1				nl-informal																																																																																																																									
A	0	2				nl-informal																																																																																																																									
A	0	3				nl-informal																																																																																																																									
A	0	4				nl-informal																																																																																																																									
A	0	5				nl-informal																																																																																																																									
A	0	6				nl-informal																																																																																																																									
A	0	7				nl-informal																																																																																																																									
Q	F	spdSleepBeliefs	(substanceUseWilling == 1) && (substUseFreqNr_spd_nr > 0)			nl-informal		Y	N		1			80	substUseFreqPeriod																																																																																											1																					
SQ	0	pbc		<div class="scaletext">Als ik speed gebruik kom ik daarna ...</div><div class="scaleleft width100">veel moeilijker in slaap</div> | <div class="scaleright width100">veel makkelijker in slaap</div>		nl-informal																																																																																																																									
SQ	0	att		<div class="scaletext">Als ik speed gebruik slaap ik daarna uiteindelijk ...</div><div class="scaleleft width100">veel slechter</div> | <div class="scaleright width100">veel beter</div>		nl-informal																																																																																																																									
A	0	1				nl-informal																																																																																																																									
A	0	2				nl-informal																																																																																																																									
A	0	3				nl-informal																																																																																																																									
A	0	4				nl-informal																																																																																																																									
A	0	5				nl-informal																																																																																																																									
A	0	6				nl-informal																																																																																																																									
A	0	7				nl-informal																																																																																																																									
Q	F	gasSleepBeliefs	(substanceUseWilling == 1) && (substUseFreqNr_gas_nr > 0)			nl-informal		Y	N		1			80	substUseFreqPeriod																																																																																											1																					
SQ	0	pbc		<div class="scaletext">Als ik lachgas gebruik kom ik daarna ...</div><div class="scaleleft width100">veel moeilijker in slaap</div> | <div class="scaleright width100">veel makkelijker in slaap</div>		nl-informal																																																																																																																									
SQ	0	att		<div class="scaletext">Als ik lachgas gebruik slaap ik daarna uiteindelijk ...</div><div class="scaleleft width100">veel slechter</div> | <div class="scaleright width100">veel beter</div>		nl-informal																																																																																																																									
A	0	1				nl-informal																																																																																																																									
A	0	2				nl-informal																																																																																																																									
A	0	3				nl-informal																																																																																																																									
A	0	4				nl-informal																																																																																																																									
